player_id,player_name,matches_played,win_rate,avg_aces,avg_double_faults,avg_bp_faced,avg_rank,avg_age,avg_height,Winrate_Clay,Winrate_Grass,Winrate_Hard,cluster
100644,Alexander Zverev,384,0.71875,9.059299191374665,4.005390835579515,5.420485175202156,7.234375,23.5625,198.0,0.7583333333333333,0.5909090909090909,0.7107438016528925,0
103333,Ivo Karlovic,64,0.390625,22.296875,4.96875,4.125,101.296875,39.921875,208.0,0.4285714285714285,0.4,0.375,2
103819,Roger Federer,147,0.8163265306122449,8.478260869565217,1.673913043478261,4.239130434782608,3.2993197278911564,37.60680272108844,185.0,0.7058823529411765,0.8484848484848485,0.8247422680412371,0
103852,Feliciano Lopez,138,0.4057971014492754,11.733333333333333,4.2444444444444445,6.607407407407408,108.3913043478261,38.34710144927536,188.0,0.3333333333333333,0.53125,0.3815789473684211,4
103893,Paolo Lorenzi,44,0.2954545454545454,4.840909090909091,3.272727272727273,8.431818181818182,96.02272727272728,37.02272727272727,183.0,0.1666666666666666,0.2,0.4285714285714285,1
103898,Julien Benneteau,19,0.4210526315789473,10.052631578947368,6.0,9.263157894736842,59.73684210526316,36.29473684210527,185.0,0.25,0.5,0.4545454545454545,4
103917,Nicolas Mahut,22,0.4545454545454545,5.5,3.090909090909091,6.636363636363637,156.36363636363637,36.70909090909091,191.0,0.5,0.6,0.3846153846153846,4
103970,David Ferrer,41,0.4146341463414634,1.804878048780488,3.658536585365854,7.682926829268292,79.6829268292683,36.30731707317073,175.0,0.4,0.3333333333333333,0.4347826086956521,3
104022,Mikhail Youzhny,25,0.28,3.4,3.84,7.72,99.4,35.836,183.0,0.25,0.0,0.3529411764705882,1
104180,Gilles Muller,28,0.3214285714285714,15.0,4.785714285714286,6.75,44.0,34.878571428571426,193.0,0.2,0.375,0.3333333333333333,4
104198,Guillermo Garcia Lopez,55,0.4,3.7454545454545456,4.072727272727272,7.363636363636363,82.50909090909092,35.11454545454546,188.0,0.44,0.5,0.3333333333333333,4
